N1 N2 N10 N100
0.204014 0.640088 0.393119 0.521966
0.237966 0.493613 0.496616 0.495746
0.190864 0.597076 0.482109 0.483227
0.167226 0.845858 0.476682 0.501738
0.0899113 0.383156 0.347121 0.464165
0.256496 0.836792 0.331735 0.478136
0.885195 0.671951 0.668656 0.485754
0.429583 0.494735 0.322967 0.492872
0.637156 0.59965 0.530922 0.513827
0.0308328 0.528264 0.460617 0.54753
0.0798125 0.720726 0.401235 0.53422
0.596281 0.786608 0.560693 0.509052
0.828294 0.850321 0.729392 0.466208
0.490731 0.706384 0.732025 0.5157
0.0272175 0.526868 0.351024 0.492118
0.126702 0.268343 0.647542 0.501888
0.631882 0.556792 0.396376 0.498051
0.953094 0.241084 0.654679 0.450482
0.262041 0.163172 0.498471 0.49188
0.0868679 0.478897 0.479969 0.519489
0.100057 0.263574 0.50125 0.477922
0.371533 0.581335 0.461721 0.503099
0.954387 0.788098 0.378081 0.468021
0.206251 0.816861 0.607986 0.440076
0.519016 0.849875 0.479072 0.484132
0.521352 0.809391 0.430147 0.483026
0.0181239 0.0496483 0.471565 0.494355
0.338852 0.56242 0.423278 0.488524
0.383478 0.185512 0.594293 0.517002
0.00603781 0.550912 0.572874 0.558514
0.0933351 0.245686 0.643896 0.4987
0.295752 0.214465 0.463391 0.499887
0.605082 0.683186 0.526661 0.490083
0.879352 0.492324 0.480071 0.505662
0.594863 0.631802 0.632429 0.506726
0.405395 0.0868078 0.587592 0.52085
0.419553 0.468992 0.574599 0.501387
0.629705 0.575522 0.540438 0.486008
0.615891 0.503465 0.59381 0.470591
0.291646 0.402178 0.410964 0.520066
0.262168 0.290918 0.65607 0.490458
0.0225975 0.424572 0.45272 0.480557
0.102651 0.255834 0.678343 0.533342
0.505801 0.471864 0.606642 0.5089
0.488359 0.439993 0.39242 0.542014
0.750697 0.596107 0.510802 0.493101
0.348294 0.702541 0.640669 0.505133
0.481013 0.432927 0.513417 0.519927
0.497726 0.812155 0.422097 0.506636
0.564106 0.658834 0.517827 0.511232
0.433959 0.486499 0.525498 0.552833
0.376101 0.351867 0.466619 0.504152
0.565487 0.544714 0.45607 0.470546
0.26621 0.659779 0.598788 0.500589
0.185392 0.726619 0.716571 0.493909
0.72681 0.648957 0.490779 0.508939
0.704441 0.485878 0.615494 0.519332
0.0401413 0.424653 0.417443 0.545371
0.894784 0.71179 0.647496 0.464271
0.318803 0.544063 0.477429 0.504666
0.100647 0.478127 0.457175 0.476782
0.550589 0.50397 0.480239 0.511941
0.32958 0.887845 0.498406 0.53648
0.636854 0.80319 0.682156 0.473743
0.233675 0.247631 0.479015 0.47409
0.33485 0.489258 0.482556 0.496101
0.231118 0.807052 0.309042 0.539923
0.833968 0.643179 0.610922 0.483404
0.572695 0.596334 0.503368 0.483786
0.501343 0.396813 0.514071 0.479426
0.883228 0.158202 0.405678 0.521748
0.0137489 0.335352 0.36347 0.513318
0.816834 0.407199 0.471365 0.486288
0.695288 0.798997 0.5208 0.474489
0.660249 0.316145 0.657775 0.472135
0.246939 0.380504 0.535455 0.527955
0.824927 0.325284 0.468415 0.437002
0.828072 0.761962 0.689368 0.468986
0.469838 0.202949 0.354207 0.498269
0.0723664 0.0879022 0.462639 0.516608
0.677359 0.309254 0.475332 0.462942
0.0134187 0.247908 0.479837 0.458266
0.381921 0.611235 0.634779 0.478842
0.0937858 0.397804 0.469135 0.503431
0.471588 0.813494 0.448662 0.516966
0.480569 0.721512 0.629813 0.505695
0.643131 0.288973 0.5595 0.488421
0.913485 0.696016 0.544154 0.475511
0.431931 0.226606 0.537855 0.504439
0.569233 0.462975 0.265178 0.529214
0.847134 0.621633 0.487018 0.474313
0.183696 0.473063 0.642038 0.466326
0.391161 0.236643 0.518596 0.503428
0.0362551 0.171158 0.499491 0.546508
0.864784 0.582328 0.418705 0.495908
0.556617 0.710089 0.440473 0.479743
0.572813 0.708366 0.546122 0.490028
0.259226 0.413548 0.340465 0.493925
0.802583 0.476072 0.812576 0.498702
0.22829 0.49676 0.500697 0.478282
0.48412 0.447014 0.407235 0.522061
0.10339 0.357198 0.540775 0.496835
0.790481 0.415665 0.460253 0.485563
0.462017 0.708456 0.28811 0.538648
0.454112 0.702939 0.385258 0.546758
0.477028 0.445395 0.36242 0.47005
0.806473 0.781671 0.442241 0.542038
0.710996 0.634086 0.606089 0.504767
0.472414 0.070932 0.570947 0.513153
0.345346 0.155449 0.536778 0.50232
0.500468 0.297639 0.435419 0.508997
0.911324 0.732243 0.381777 0.508662
0.273126 0.498474 0.289518 0.492278
0.268098 0.507824 0.501911 0.51243
0.526694 0.266766 0.458631 0.505331
0.265358 0.620277 0.369341 0.51478
0.555083 0.192521 0.517224 0.484987
0.592568 0.357619 0.627527 0.517047
0.14475 0.752789 0.436204 0.509123
0.868228 0.323457 0.590408 0.493695
0.543774 0.371018 0.590348 0.467713
0.147918 0.385267 0.576787 0.470916
0.685058 0.643678 0.576705 0.553468
0.23933 0.522899 0.637342 0.513773
0.20901 0.422219 0.63782 0.502898
0.682642 0.751158 0.62076 0.504258
0.244575 0.521807 0.459104 0.511156
0.0050211 0.271694 0.484346 0.529315
0.00247764 0.803291 0.581052 0.467632
0.0532586 0.662704 0.471371 0.52397
0.00153816 0.801423 0.557191 0.501634
0.343337 0.566672 0.583406 0.453103
0.335912 0.433689 0.538601 0.558252
0.155269 0.634042 0.524959 0.455474
0.600831 0.718509 0.494449 0.507187
0.457826 0.873989 0.40346 0.500199
0.767734 0.234653 0.559236 0.489862
0.288615 0.447263 0.541693 0.519515
0.920195 0.317231 0.397061 0.459007
0.313048 0.753143 0.476103 0.505386
0.306295 0.462889 0.607324 0.509918
0.727715 0.636462 0.393945 0.508794
0.406452 0.231224 0.606226 0.485995
0.562777 0.586636 0.451428 0.483908
0.892953 0.525496 0.574572 0.518732
0.0350282 0.536302 0.504789 0.526849
0.263694 0.779691 0.438913 0.500516
0.363566 0.519216 0.692361 0.496251
0.2382 0.298232 0.539498 0.474031
0.587686 0.32683 0.609094 0.47696
0.743935 0.472722 0.477361 0.469252
0.327353 0.396947 0.431865 0.502653
0.208009 0.666932 0.400876 0.471058
0.00606481 0.265256 0.484598 0.500743
0.266066 0.545215 0.463707 0.499477
0.869875 0.565278 0.408878 0.509065
0.0731884 0.450929 0.446375 0.536168
0.964364 0.559971 0.336931 0.510647
0.170543 0.524229 0.530677 0.459852
0.705526 0.567183 0.447485 0.478282
0.538329 0.739335 0.567857 0.49503
0.165805 0.186478 0.536211 0.471247
0.673588 0.303438 0.579004 0.550965
0.179153 0.745384 0.648891 0.470292
0.674095 0.479756 0.598016 0.493322
0.174705 0.380882 0.486597 0.472247
0.552742 0.78545 0.49585 0.527583
0.872352 0.602112 0.463921 0.454352
0.0211526 0.720912 0.529324 0.527862
0.0662814 0.523313 0.594432 0.47001
0.781399 0.706066 0.587495 0.557779
0.743714 0.548663 0.479274 0.509273
0.268729 0.354637 0.408298 0.511341
0.390889 0.52786 0.553397 0.440291
0.707934 0.433956 0.577854 0.511926
0.633072 0.365823 0.595305 0.47271
0.307018 0.470179 0.511052 0.518925
0.316882 0.511562 0.291867 0.486318
0.3887 0.817599 0.618263 0.477945
0.859068 0.71285 0.545949 0.497252
0.100777 0.778614 0.447635 0.45678
0.736181 0.684299 0.471339 0.46449
0.745501 0.313685 0.592554 0.471275
0.853735 0.722704 0.59919 0.500611
0.940344 0.553828 0.472877 0.530807
0.965793 0.283506 0.365918 0.513347
0.708127 0.77525 0.425886 0.494666
0.199795 0.897556 0.403532 0.50664
0.123784 0.547896 0.373076 0.480408
0.990255 0.608921 0.509336 0.486198
0.270679 0.313702 0.570241 0.54242
0.364842 0.901661 0.573851 0.478007
0.156347 0.564169 0.33605 0.461558
0.153673 0.367602 0.523338 0.507523
0.255102 0.799311 0.41014 0.526712
0.0666126 0.106597 0.43812 0.512524
0.986204 0.314876 0.594357 0.532867
0.171383 0.629658 0.532395 0.468972
0.823759 0.364806 0.388085 0.523644
0.166423 0.481899 0.331473 0.463222
0.712415 0.667958 0.568229 0.477138
0.292281 0.169934 0.555178 0.501178
0.67073 0.574088 0.481703 0.499255
0.791238 0.18544 0.50008 0.48459
0.405117 0.529124 0.448409 0.491291
0.561708 0.716903 0.610915 0.488731
0.0736006 0.872924 0.477606 0.569339
0.952435 0.472809 0.376214 0.518811
0.190374 0.351083 0.484949 0.493893
0.225901 0.471497 0.594192 0.461062
0.297017 0.523468 0.496956 0.48217
0.091342 0.231538 0.456697 0.468679
0.313303 0.866544 0.533693 0.488949
0.353163 0.457271 0.497858 0.502874
0.368412 0.724694 0.56346 0.473573
0.974322 0.409689 0.446584 0.498034
0.461997 0.171264 0.517763 0.526634
0.35096 0.518313 0.380995 0.492624
0.125935 0.634065 0.607589 0.434892
0.326089 0.142025 0.642467 0.5233
0.889008 0.617035 0.559675 0.48828
0.0153957 0.229532 0.405333 0.492531
0.268263 0.442001 0.424943 0.524544
0.0780281 0.211307 0.487056 0.515918
0.703416 0.303528 0.615705 0.478703
0.499314 0.699396 0.554462 0.522272
0.484091 0.23281 0.518396 0.483907
0.573481 0.785001 0.427829 0.517542
0.739805 0.786137 0.395638 0.520946
0.723429 0.739801 0.498831 0.462007
0.642757 0.628665 0.631833 0.501441
0.37569 0.744458 0.394301 0.527516
0.474984 0.260931 0.488092 0.516166
0.533273 0.600522 0.5061 0.477228
0.49248 0.504742 0.719314 0.501016
0.233889 0.41731 0.645067 0.522866
0.111599 0.576328 0.556942 0.506831
0.731575 0.303568 0.589047 0.504289
0.813782 0.543873 0.491279 0.489703
0.452727 0.114953 0.438899 0.509546
0.951492 0.895608 0.563105 0.47909
0.0554933 0.38973 0.637336 0.474884
0.956064 0.540688 0.355392 0.457535
0.459912 0.483465 0.503115 0.492421
0.030906 0.448766 0.445748 0.427182
0.441471 0.367608 0.53799 0.501342
0.0572465 0.953354 0.552665 0.470252
0.262963 0.153653 0.493846 0.480185
0.39349 0.63293 0.527998 0.45859
0.404455 0.533472 0.532864 0.560952
0.890612 0.333394 0.621034 0.55162
0.120844 0.317086 0.39092 0.507557
0.763165 0.126435 0.367137 0.505368
0.0859456 0.745283 0.607753 0.472771
0.549186 0.350702 0.452483 0.482762
0.928887 0.390403 0.506655 0.505402
0.393845 0.364168 0.433188 0.509168
0.186317 0.760262 0.512449 0.438
0.38452 0.39461 0.512548 0.492942
0.230795 0.527918 0.512039 0.502352
0.881942 0.684834 0.370438 0.552041
0.436701 0.394208 0.567071 0.46625
0.550619 0.707672 0.641446 0.492598
0.541105 0.00791992 0.532303 0.488781
0.314496 0.520737 0.583872 0.511613
0.98653 0.481681 0.547772 0.533356
0.921013 0.544503 0.445641 0.500962
0.802661 0.494246 0.511082 0.433028
0.593492 0.786449 0.619515 0.539706
0.742695 0.295741 0.532487 0.547983
0.271995 0.103652 0.521188 0.485554
0.740499 0.341935 0.699762 0.515424
0.646759 0.57576 0.409246 0.542519
0.609636 0.548529 0.530134 0.497671
0.651414 0.928712 0.542202 0.470102
0.935879 0.892214 0.745586 0.510245
0.748267 0.650477 0.574644 0.505069
0.217378 0.601206 0.457678 0.4813
0.442099 0.400955 0.5281 0.534077
0.368539 0.443078 0.515314 0.46905
0.78437 0.566319 0.490792 0.512262
0.213311 0.26292 0.649052 0.522794
0.412851 0.447232 0.513331 0.487124
0.604095 0.580284 0.424876 0.55836
0.195551 0.509358 0.472537 0.525731
0.816795 0.190236 0.396221 0.456326
0.127711 0.573944 0.536959 0.51318
0.785684 0.540234 0.6113 0.46508
0.891829 0.702444 0.547507 0.544067
0.0327288 0.48504 0.491012 0.509948
0.52406 0.53326 0.513269 0.543057
0.0795601 0.418805 0.480453 0.546796
0.799523 0.588875 0.419956 0.471138
0.786883 0.142092 0.449766 0.553508
0.809357 0.366445 0.4172 0.453788
0.584719 0.444315 0.529461 0.481019
0.181449 0.72653 0.417359 0.50256
0.033952 0.466311 0.491826 0.45654
0.570624 0.0989944 0.311502 0.484071
0.214298 0.741348 0.550388 0.504819
0.534658 0.558716 0.470292 0.525955
0.507133 0.351284 0.675339 0.498648
0.114919 0.643284 0.459829 0.525778
0.365364 0.505591 0.483464 0.52909
0.9809 0.909546 0.540655 0.500984
0.790098 0.208616 0.47531 0.492287
0.506261 0.969329 0.527987 0.522692
0.893773 0.706216 0.553197 0.482052
0.61548 0.435555 0.531358 0.497297
0.51909 0.624272 0.362195 0.506897
0.946912 0.618204 0.603107 0.442532
0.988419 0.686977 0.37568 0.464641
0.47887 0.418023 0.442421 0.512063
0.141628 0.192256 0.285174 0.492685
0.449499 0.253264 0.499121 0.49281
0.887002 0.143233 0.594621 0.473194
0.590298 0.580863 0.456586 0.555575
0.302025 0.574534 0.600356 0.458042
0.0106648 0.581809 0.620334 0.523314
0.292176 0.639867 0.448775 0.467454
0.97984 0.758515 0.427289 0.548244
0.782172 0.733248 0.46626 0.440172
0.54528 0.356765 0.58968 0.448945
0.0377463 0.272646 0.493721 0.446491
0.74065 0.720817 0.400695 0.491941
0.344411 0.488699 0.549713 0.475252
0.959667 0.319615 0.493174 0.52935
0.630783 0.368316 0.433101 0.531673
0.879836 0.603822 0.541803 0.522853
0.803896 0.52356 0.475473 0.490711
0.188835 0.219727 0.438676 0.50229
0.274625 0.309688 0.432649 0.491588
0.977818 0.325832 0.57482 0.493654
0.358682 0.56697 0.680257 0.484276
0.520814 0.101663 0.479158 0.464011
0.783682 0.641628 0.306391 0.573659
0.393346 0.527984 0.625456 0.464475
0.441469 0.575835 0.40197 0.435841
0.774328 0.363566 0.524679 0.503053
0.263712 0.480071 0.527448 0.553505
0.714846 0.222399 0.614994 0.511916
0.0980739 0.54649 0.590749 0.439954
0.0462587 0.941573 0.392125 0.467004
0.787218 0.764585 0.412683 0.485677
0.317508 0.524658 0.563175 0.502641
0.771305 0.837135 0.550391 0.517589
0.933566 0.464921 0.458843 0.530667
0.685342 0.358401 0.585166 0.505558
0.917153 0.970061 0.581782 0.505059
0.158184 0.696787 0.524844 0.491735
0.960075 0.264333 0.449534 0.487053
0.0539505 0.638797 0.692907 0.466931
0.812967 0.656174 0.568384 0.493708
0.95279 0.654195 0.490137 0.48599
0.970268 0.924803 0.461518 0.500482
0.0876113 0.70321 0.355586 0.50515
0.696882 0.821519 0.437764 0.433195
0.382191 0.531905 0.5904 0.449737
0.526923 0.188493 0.500746 0.487045
0.772171 0.247855 0.360016 0.482002
0.31171 0.278219 0.467176 0.451576
0.740816 0.565655 0.597911 0.516298
0.873137 0.781472 0.450987 0.507546
0.0521958 0.0990473 0.403797 0.512447
0.415798 0.494034 0.603487 0.478776
0.0375385 0.314305 0.449447 0.527733
0.26637 0.319874 0.535501 0.54017
0.0175562 0.273214 0.407006 0.520426
0.230533 0.507754 0.620532 0.448668
0.454005 0.564706 0.619974 0.50532
0.90621 0.819209 0.470523 0.485154
0.00387503 0.22775 0.322831 0.523042
0.298604 0.5154 0.471399 0.460736
0.793186 0.53105 0.482965 0.459284
0.170547 0.770281 0.582003 0.525091
0.260874 0.49691 0.566671 0.45964
0.174627 0.449411 0.412928 0.528414
0.35059 0.518535 0.754757 0.493631
0.327688 0.354062 0.302628 0.467845
0.403307 0.477779 0.473546 0.451815
0.0331925 0.567985 0.661178 0.498221
0.700368 0.503317 0.446387 0.498094
0.654244 0.556138 0.439166 0.512753
0.0200776 0.471479 0.44735 0.507215
0.759179 0.6683 0.552093 0.541211
0.443992 0.348967 0.505729 0.522814
0.278698 0.431557 0.466939 0.525588
0.283328 0.362186 0.281903 0.516279
0.746431 0.539427 0.628809 0.513154
0.866141 0.645692 0.618425 0.553502
0.875607 0.598357 0.547722 0.476921
0.282106 0.636625 0.449469 0.436815
0.0576953 0.494782 0.466055 0.521648
0.182718 0.371611 0.478599 0.504153
0.311159 0.550252 0.470999 0.507885
0.122244 0.352516 0.441762 0.493814
0.0937154 0.39878 0.495616 0.499185
0.307802 0.622213 0.40756 0.496853
0.712002 0.736143 0.690081 0.535104
0.00914022 0.636441 0.523069 0.515952
0.00414431 0.469455 0.550064 0.445558
0.124286 0.358846 0.396176 0.427609
0.389162 0.528954 0.38069 0.433606
0.893289 0.247664 0.564283 0.478253
0.987602 0.0520352 0.642409 0.477846
0.587621 0.251558 0.517233 0.484372
0.259675 0.483894 0.418943 0.47604
0.546034 0.0401689 0.557043 0.472196
0.831865 0.584213 0.607337 0.431235
0.750439 0.434901 0.378421 0.477209
0.501016 0.264278 0.499811 0.50435
0.787618 0.583427 0.482991 0.467415
0.715478 0.4911 0.61779 0.491028
0.251128 0.494291 0.482524 0.526966
0.247255 0.701695 0.549863 0.524453
0.0600766 0.493726 0.396241 0.528088
0.825542 0.447937 0.744018 0.41993
0.901018 0.32929 0.584442 0.541349
0.259334 0.379179 0.395937 0.5362
0.578926 0.850195 0.466528 0.534242
0.858306 0.335479 0.438574 0.492158
0.828546 0.710489 0.477784 0.527244
0.212179 0.416366 0.513089 0.513312
0.271208 0.528443 0.663074 0.50359
0.293423 0.603011 0.420129 0.496549
0.946426 0.307808 0.537405 0.473839
0.0442789 0.641958 0.382355 0.506731
0.88096 0.422973 0.509091 0.510324
0.522099 0.776067 0.51417 0.486747
0.207774 0.606603 0.55645 0.448904
0.685573 0.721403 0.445183 0.528374
0.670263 0.827663 0.715729 0.528522
0.735287 0.441503 0.424696 0.472214
0.773683 0.268274 0.552552 0.523879
0.360313 0.539182 0.563511 0.511204
0.644925 0.119615 0.561525 0.531639
0.930901 0.465588 0.605716 0.486263
0.548668 0.395823 0.520947 0.493441
0.965116 0.500553 0.411059 0.539304
0.174755 0.201093 0.505567 0.496007
0.687568 0.517535 0.534659 0.496173
0.928687 0.0311625 0.662729 0.500475
0.129543 0.514822 0.574076 0.483874
0.151953 0.189884 0.433986 0.502499
0.404647 0.560418 0.434616 0.457554
0.582174 0.176723 0.632332 0.484003
0.326918 0.1612 0.682254 0.446212
0.736193 0.340988 0.50174 0.471548
0.67036 0.525002 0.533544 0.525292
0.837317 0.273266 0.685066 0.499173
0.634963 0.641878 0.489394 0.477388
0.476546 0.299675 0.544092 0.49471
0.157383 0.403641 0.584073 0.543341
0.124219 0.890397 0.456039 0.526068
0.736384 0.130107 0.657386 0.54996
0.789849 0.1335 0.431548 0.510964
0.0419169 0.807458 0.507336 0.455167
0.920658 0.34545 0.596638 0.52631
0.754673 0.871596 0.457723 0.495279
0.930069 0.711445 0.502433 0.485117
0.20095 0.749366 0.491092 0.507571
0.933081 0.446812 0.501809 0.529435
0.264563 0.555495 0.49593 0.469156
0.62736 0.372711 0.640504 0.523982
0.384607 0.489645 0.501327 0.477654
0.624642 0.38358 0.386186 0.518352
0.99333 0.509357 0.502337 0.479598
0.339111 0.373619 0.42026 0.505744
0.926323 0.463493 0.405361 0.502701
0.650285 0.716514 0.5526 0.485884
0.500446 0.475828 0.546567 0.476228
0.774513 0.674112 0.506564 0.458904
0.302141 0.667816 0.5132 0.535427
0.902035 0.664631 0.523176 0.491194
0.619874 0.195167 0.464223 0.507743
0.171685 0.518468 0.492183 0.456874
0.65944 0.29626 0.495285 0.464283
0.488903 0.0643503 0.388997 0.511701
0.27116 0.657092 0.486558 0.479578
0.270991 0.2085 0.348432 0.52734
0.201257 0.0686089 0.513937 0.504913
0.514731 0.577989 0.334701 0.466685
0.960777 0.420631 0.603754 0.539579
0.495007 0.129644 0.449643 0.414476
0.650425 0.60706 0.410402 0.551469
0.56948 0.457286 0.502362 0.504112
0.940993 0.366752 0.548709 0.508266
0.375818 0.576481 0.548337 0.526603
0.761908 0.183956 0.429619 0.504772
0.666921 0.374896 0.604944 0.57095
0.575803 0.493151 0.552381 0.478004
0.531729 0.777328 0.498899 0.489501
0.554741 0.832187 0.463269 0.51037
0.3526 0.408917 0.55168 0.545489
0.456673 0.543986 0.297691 0.540268
0.661722 0.217982 0.465122 0.490948
0.36834 0.612103 0.483524 0.497858
0.934775 0.52698 0.511149 0.521437
0.658507 0.362052 0.403026 0.563084
0.177252 0.330603 0.450257 0.467658
0.50193 0.521306 0.472853 0.470464
0.478475 0.628694 0.65577 0.489079
0.140303 0.642193 0.527598 0.504857
0.713534 0.200412 0.44398 0.511445
0.779331 0.682505 0.489386 0.480364
0.225846 0.0677631 0.384255 0.466975
0.556431 0.350186 0.350556 0.481989
0.248932 0.443433 0.613213 0.49436
0.32217 0.428622 0.515336 0.522532
0.497734 0.224388 0.624263 0.5248
0.00283939 0.361179 0.487804 0.48418
0.710251 0.553311 0.434616 0.497848
0.759203 0.415025 0.403073 0.502665
0.581495 0.709026 0.631571 0.457437
0.796182 0.588519 0.541318 0.463919
0.458687 0.472332 0.575162 0.540651
0.413024 0.429848 0.557169 0.529891
0.463944 0.661766 0.61745 0.51354
0.0599854 0.0528517 0.404334 0.528654
0.0473071 0.516557 0.510119 0.544437
0.272092 0.461489 0.481312 0.492115
0.0282134 0.316863 0.383086 0.496998
0.426335 0.830084 0.563416 0.5013
0.133735 0.1205 0.399302 0.471994
0.0783509 0.446266 0.599115 0.462954
0.157205 0.415929 0.586839 0.433197
0.778862 0.775617 0.449117 0.545327
0.845052 0.643403 0.534244 0.47539
0.160303 0.400335 0.462559 0.468889
0.388772 0.500237 0.522237 0.497253
0.856303 0.323599 0.507054 0.525526
0.55587 0.614977 0.570309 0.492908
0.958447 0.592299 0.638912 0.480469
0.819491 0.85423 0.384972 0.519575
0.367788 0.289129 0.719638 0.507873
0.691422 0.648868 0.655322 0.523839
0.983454 0.602737 0.476461 0.481676
0.981756 0.607809 0.336164 0.503883
0.672094 0.555956 0.546906 0.557559
0.447923 0.110022 0.48435 0.526522
0.395123 0.423184 0.464111 0.509008
0.706258 0.371157 0.444757 0.560066
0.14301 0.722402 0.526677 0.47144
0.281193 0.218185 0.610465 0.552368
0.888469 0.361252 0.404791 0.510869
0.468056 0.346786 0.469703 0.532833
0.150056 0.426691 0.546167 0.48075
0.606713 0.271693 0.42296 0.489236
0.237499 0.444489 0.515546 0.525628
0.495126 0.651031 0.515318 0.497925
0.665169 0.714751 0.647972 0.525076
0.741201 0.689256 0.404186 0.551282
0.0113218 0.0696698 0.458146 0.472653
0.745538 0.530512 0.491595 0.529341
0.367505 0.796447 0.454558 0.495243
0.965042 0.635295 0.46827 0.466731
0.693935 0.45538 0.615784 0.456845
0.641317 0.664853 0.503062 0.519749
0.734826 0.520375 0.590795 0.519022
0.37034 0.0972671 0.58106 0.494594
0.97982 0.465433 0.499083 0.528157
0.748116 0.629464 0.480596 0.465508
0.924308 0.355359 0.470246 0.540396
0.460949 0.839089 0.610062 0.528703
0.372615 0.332677 0.335834 0.470392
0.130838 0.613076 0.403389 0.458652
0.670303 0.383854 0.51659 0.533652
0.275118 0.518849 0.442478 0.462255
0.592558 0.29363 0.533804 0.517668
0.273094 0.343327 0.513396 0.489423
0.342278 0.886191 0.558264 0.553631
0.000671825 0.224377 0.56307 0.515764
0.627903 0.522929 0.577287 0.47448
0.756199 0.506585 0.420184 0.450446
0.562615 0.435217 0.515986 0.501416
0.945996 0.477376 0.463056 0.51076
0.692524 0.224226 0.510872 0.450616
0.540692 0.829754 0.485484 0.521206
0.199431 0.250949 0.565711 0.501218
0.522465 0.553795 0.655944 0.503061
0.741713 0.794874 0.575955 0.472578
0.02585 0.433587 0.456966 0.51999
0.411233 0.419629 0.582641 0.53263
0.196684 0.370211 0.442692 0.492828
0.634736 0.451852 0.506886 0.517892
0.0822362 0.518399 0.520296 0.498687
0.983916 0.308628 0.44663 0.518479
0.701598 0.73636 0.57123 0.481255
0.318737 0.214786 0.287008 0.52001
0.117281 0.790634 0.625253 0.459732
0.190916 0.768185 0.519529 0.47052
0.0780421 0.452952 0.485763 0.490495
0.565589 0.630138 0.345407 0.483792
0.758614 0.606794 0.421214 0.517773
0.517654 0.475627 0.50714 0.473948
0.182595 0.459538 0.70872 0.536575
0.561487 0.342426 0.49049 0.501936
0.895094 0.361435 0.352471 0.462261
0.983826 0.332673 0.321461 0.520449
0.380157 0.364906 0.529402 0.504496
0.987515 0.640209 0.586878 0.55067
0.228122 0.37758 0.495205 0.469892
0.602456 0.269294 0.504054 0.534068
0.382969 0.51533 0.412469 0.497808
0.815706 0.305402 0.660018 0.480582
0.939185 0.607586 0.683403 0.503597
0.332626 0.548602 0.51276 0.502767
0.150644 0.504279 0.548283 0.566462
0.775869 0.665649 0.343638 0.540201
0.0129513 0.394601 0.426095 0.50127
0.281624 0.428959 0.477864 0.502007
0.883396 0.369074 0.544763 0.50911
0.938842 0.694952 0.366369 0.50285
0.764483 0.39084 0.555919 0.483738
0.929246 0.857161 0.579168 0.468306
0.28416 0.760777 0.443783 0.479006
0.945829 0.643867 0.515587 0.520869
0.456123 0.428309 0.599706 0.476111
0.787772 0.587719 0.57363 0.466232
0.202484 0.656383 0.308274 0.553679
0.643838 0.636281 0.44156 0.507733
0.962534 0.57697 0.49346 0.515851
0.650488 0.408237 0.51825 0.519997
0.677583 0.187507 0.480892 0.482389
0.0354798 0.386478 0.508422 0.522149
0.315746 0.628935 0.482293 0.558116
0.862859 0.472153 0.600973 0.481508
0.350012 0.305381 0.510631 0.494382
0.00765944 0.421782 0.707939 0.46623
0.856546 0.576789 0.593425 0.485329
0.785621 0.382958 0.442682 0.483709
0.697244 0.643322 0.466682 0.455056
0.977068 0.508952 0.387802 0.481573
0.511074 0.508803 0.527945 0.462121
0.689109 0.236044 0.407024 0.486996
0.96068 0.368077 0.433568 0.513546
0.808541 0.255578 0.480714 0.484742
0.435341 0.360315 0.502373 0.484795
0.0726076 0.215693 0.605966 0.525847
0.769078 0.760962 0.569638 0.508898
0.771805 0.782444 0.539182 0.5117
0.614907 0.213177 0.439821 0.469953
0.159798 0.288092 0.483838 0.523191
0.0311557 0.406473 0.511823 0.535211
0.268072 0.443017 0.481245 0.48622
0.81797 0.335576 0.555649 0.480947
0.868584 0.561813 0.480316 0.454861
0.779482 0.295528 0.559601 0.538728
0.164455 0.118382 0.544479 0.509745
0.0794461 0.851963 0.434316 0.481973
0.646554 0.352508 0.404434 0.501451
0.316378 0.415699 0.344893 0.509229
0.123837 0.268895 0.552337 0.531599
0.299608 0.214002 0.520762 0.49402
0.426696 0.548929 0.50155 0.488286
0.66416 0.482112 0.603559 0.499017
0.83228 0.619038 0.453136 0.433443
0.887817 0.832593 0.456493 0.468119
0.785108 0.505291 0.479289 0.466895
0.286786 0.778203 0.457734 0.477689
0.745444 0.843326 0.545674 0.477345
0.140635 0.589812 0.420558 0.520453
0.835392 0.665746 0.606036 0.556501
0.0641402 0.480553 0.282982 0.479546
0.358794 0.474964 0.416546 0.512488
0.341025 0.177346 0.469282 0.539577
0.104119 0.557895 0.447761 0.507497
0.206359 0.129713 0.594481 0.490261
0.231381 0.854368 0.555438 0.533232
0.68468 0.941291 0.323977 0.524211
0.697733 0.0840439 0.319855 0.528915
0.242658 0.809558 0.503873 0.48524
0.456147 0.462833 0.471221 0.525655
0.0202152 0.726368 0.388227 0.534588
0.561966 0.413883 0.566567 0.549219
0.36204 0.279453 0.472185 0.526107
0.0862405 0.451617 0.701078 0.527719
0.127686 0.617304 0.67886 0.502045
0.0872983 0.775754 0.520535 0.497817
0.583496 0.371625 0.451159 0.524007
0.530774 0.39489 0.497478 0.509527
0.606648 0.420596 0.65774 0.529218
0.234128 0.4031 0.530124 0.529064
0.75832 0.463769 0.53959 0.446149
0.177478 0.895201 0.516076 0.54661
0.308929 0.602881 0.523022 0.542832
0.713719 0.478441 0.576833 0.489659
0.930867 0.244426 0.594539 0.490022
0.755366 0.593853 0.546843 0.505501
0.196928 0.526771 0.564053 0.496266
0.508977 0.601779 0.455175 0.484965
0.686483 0.724063 0.478902 0.55053
0.207972 0.639702 0.478491 0.473945
0.256214 0.463153 0.646514 0.520957
0.564867 0.378971 0.282232 0.463077
