N1 N2 N10 N100
0.320644 1.03756 1.0562 0.951431
0.514854 0.426989 0.891188 1.09206
0.309552 0.532757 1.20373 1.08671
1.82493 0.753201 0.60759 0.88164
0.142466 0.416101 1.23291 0.910153
0.319965 0.710237 1.21297 0.861646
0.106312 0.994552 1.03884 0.83426
0.731485 2.10308 0.892797 1.01162
0.810707 0.930713 1.6527 0.910537
1.72319 1.28376 1.58139 0.958221
0.455407 0.471245 0.907665 0.874191
1.95578 0.559332 0.799155 0.909676
1.47524 0.252503 1.34497 1.04725
2.07027 1.44893 1.33865 0.970835
1.28496 1.76259 0.887864 1.13791
2.39036 1.4146 0.989284 0.950371
0.30096 1.35615 1.0279 0.914159
0.322138 0.622665 0.748772 1.04972
0.134213 2.19561 1.18947 0.872711
0.230025 0.785037 0.77882 0.951591
0.166444 0.580569 1.06691 1.08134
0.722046 0.55517 1.59121 1.03793
0.477942 0.698844 0.69267 0.86619
1.12935 0.791509 1.02181 1.21603
0.317026 1.57436 0.826275 1.08703
0.118622 1.49571 1.22903 1.01025
0.166766 0.263211 1.03959 1.14116
1.83901 0.351295 0.992797 1.05993
0.00949101 0.284804 1.37032 1.06348
1.49756 0.331701 1.54067 1.11967
2.1862 0.383948 0.756455 0.826161
0.452675 1.93398 1.40532 0.813403
2.2597 0.739018 1.37227 1.00395
2.98161 0.816712 0.585047 0.958177
0.761236 1.28913 0.549994 1.03449
0.486831 0.588935 0.731461 1.08247
3.77593 1.69431 0.77182 1.05713
0.563052 1.83926 0.357579 0.999461
0.757069 0.766506 0.860811 1.06519
5.13875 0.786325 1.75981 0.962698
0.609071 0.80434 0.663661 0.950107
0.223255 1.00416 0.535021 0.890781
1.10675 3.78486 1.03634 0.910672
2.46728 0.263215 1.47159 0.997252
0.499846 1.00946 1.75974 1.18458
0.0557802 0.70798 0.800114 1.12947
0.132002 0.491091 0.608273 1.11878
0.649271 0.164323 0.783874 1.15819
0.37684 1.03699 0.738218 0.958664
0.133825 0.991433 0.941515 1.05387
0.916875 0.777022 0.854292 1.10927
1.8189 1.27764 0.508738 1.02054
1.15526 2.13188 1.65465 1.0323
0.477947 0.433357 1.09449 0.984038
0.93898 0.939731 1.14732 0.909327
0.309106 0.688118 0.623683 1.19625
0.391502 0.732535 0.94648 0.83198
0.979242 1.359 1.09832 0.945613
1.4886 0.189406 0.795457 0.859852
0.0736022 1.36361 1.23402 1.10941
0.973642 0.485647 1.7183 0.970994
2.68897 0.762918 0.924617 0.975175
0.158854 0.405245 0.899689 0.96939
2.57199 0.422405 0.862584 0.926635
0.220038 0.955084 1.20941 0.907011
0.762584 0.639985 0.850435 0.956023
1.46637 0.302765 0.564223 0.898878
0.45943 1.03082 0.992702 0.913499
0.356257 1.23837 1.43806 0.815327
0.794871 1.66763 1.22984 1.23669
0.69139 0.825917 1.47646 1.01271
0.127732 0.214797 0.720188 1.0805
0.663009 1.86389 1.01696 0.983049
0.234308 0.708956 0.693525 1.03957
0.197367 0.642263 0.853064 1.06902
0.207047 0.837309 1.90836 1.25018
0.121313 0.910423 0.766498 1.03837
1.93866 1.6872 0.910968 0.945061
1.19082 0.846625 1.07836 1.04079
0.375 1.29807 1.53996 0.97089
3.11533 1.0903 0.329618 1.12432
0.963159 0.543774 0.834013 0.991712
4.25107 0.993411 1.07254 0.962291
3.98712 0.950762 0.932767 1.15327
0.264729 0.946645 1.31276 0.995638
1.1554 0.8166 0.888558 1.04676
0.608251 1.37038 0.551092 0.983075
0.113252 1.41427 0.681388 1.05436
0.0383946 0.165212 0.77219 0.861646
0.0439373 0.720124 0.811165 0.928265
0.127273 1.33428 1.38928 1.18646
0.271064 1.34324 1.38718 1.18324
0.0748389 0.989045 1.16382 0.849001
1.38538 0.484535 1.61565 0.982287
0.980498 0.293551 0.622142 1.12
2.47949 0.394913 1.53534 0.881737
1.0626 1.30391 0.848297 0.880085
1.66 0.633997 1.26718 1.08161
0.968896 1.72358 1.50664 0.862386
2.57339 3.65225 1.14409 1.12323
0.181554 0.836725 1.04314 0.851274
1.27208 4.04457 0.829735 1.01726
0.0224574 0.352633 0.629557 0.983782
0.147926 3.52326 0.402373 0.912274
0.377995 1.05728 0.796879 0.859542
0.263892 0.4837 0.866213 0.960418
1.76535 0.984204 1.38555 0.901396
0.419225 0.314738 0.726674 1.12645
0.582277 0.826174 1.05868 0.99842
0.0218853 1.53102 0.73365 0.992534
0.670166 1.54736 0.982925 1.03021
0.861136 0.812809 0.772702 1.199
0.95105 2.16059 1.52575 1.10014
0.134914 2.46248 1.75237 0.934454
0.450433 1.30787 0.882004 0.97516
0.91476 0.534418 1.65459 1.05297
0.526064 0.737702 0.847049 0.945291
0.476228 0.833759 1.0858 0.886688
1.15187 1.18041 0.578959 0.931623
0.381957 1.63745 1.23294 1.20833
0.571024 0.696501 1.75318 0.922016
2.40999 0.686985 0.944224 1.03777
0.334561 0.367577 0.898147 0.887959
0.0976763 0.816787 0.67078 0.924806
0.0499082 1.23267 0.517732 1.00564
0.216096 0.500712 0.65337 0.927084
0.254403 0.483927 1.075 1.07081
0.94836 0.73003 1.34776 0.826374
0.08861 0.240318 0.701491 1.41965
0.425294 0.731038 1.35631 1.12597
1.67493 0.923182 0.86585 1.0168
0.769058 2.0879 1.46832 0.973231
0.309296 1.67507 1.50744 1.00917
0.542377 1.33352 0.913743 0.94926
0.110655 0.272212 1.20183 1.31531
1.35405 3.64769 0.966793 0.982074
0.407912 2.17876 0.957159 1.09038
0.713417 1.06998 1.23322 1.0107
0.22702 1.11143 0.885204 0.830542
0.0824166 1.40115 0.872634 1.12282
1.23859 0.604056 0.879095 1.06887
0.735877 1.31267 0.671081 0.941917
0.0347814 0.105824 0.961412 1.06313
0.00905078 0.292073 1.34041 0.894488
2.58316 0.197684 1.47128 1.07844
0.688637 1.71843 0.850652 1.13072
0.00116439 0.433487 1.14273 0.885964
0.0882186 0.518356 1.00998 1.10261
0.610565 1.0573 0.754991 0.839729
0.895661 0.961898 0.965599 0.879794
0.355672 1.91844 1.09757 0.861685
0.35153 0.266033 1.15489 0.961818
0.576818 0.123443 0.912361 1.00073
1.50434 1.09063 1.0445 1.01249
1.44919 0.793813 1.56965 1.07691
0.0518529 0.681554 1.32399 0.964565
0.913725 2.13127 1.33581 0.925736
0.609118 0.807717 0.700536 1.05521
0.0601889 1.15687 1.16152 1.0357
1.27466 1.61546 0.88695 1.08417
1.13037 0.994027 0.706228 1.12604
2.29002 0.329075 1.00917 1.01026
0.820993 2.99794 1.07012 0.928103
0.0213448 0.467168 0.682436 0.981559
0.138125 0.181947 0.906297 1.00994
3.34435 1.93851 1.0615 0.887176
0.898376 0.589515 1.0783 0.989318
0.0258378 1.21544 1.02706 0.974396
0.994707 0.298851 0.784936 1.04416
0.754402 1.01084 1.00545 0.958759
0.0408785 1.99852 0.711544 1.05628
1.02568 1.73103 0.974934 0.948279
1.07915 0.36993 1.42791 0.898535
0.430783 3.0463 1.22741 1.01974
3.17582 0.247082 0.697999 1.09657
0.461468 0.592885 0.804879 0.931658
3.95822 0.916887 1.11246 0.973606
0.694561 1.44644 0.903989 1.08194
1.48155 0.664521 1.23138 0.978453
1.39202 2.08459 0.688376 1.08323
0.689014 0.898766 1.883 1.17
1.21903 0.137058 0.961601 0.972936
1.27023 0.347485 0.992081 1.01497
0.126356 0.939119 0.579173 0.973761
1.19909 1.2232 0.420967 0.97765
1.01916 2.86852 0.385353 1.04478
0.896401 0.460071 0.920634 1.0968
0.0908788 1.60088 1.64853 0.926316
0.451324 0.435727 0.697767 1.3118
0.261318 0.511246 0.880577 0.821264
5.30971 0.317649 0.687405 0.886531
0.172711 0.0924215 0.712044 1.10638
1.24286 1.04879 0.655303 0.986747
1.46732 0.98564 0.53035 0.881735
0.261723 1.18629 1.01957 0.931224
0.321326 0.19261 1.55657 0.923802
1.07433 4.78426 1.25385 0.922818
2.97043 0.581935 1.1201 0.967038
2.41224 0.928694 0.715261 1.06215
0.0744989 0.863314 1.23826 0.918046
2.3869 1.20208 1.36662 0.98944
0.285498 0.374537 0.885781 0.979456
0.278271 0.774895 1.0209 0.996978
1.97765 3.34732 0.782695 1.17435
0.869161 0.0801586 0.731253 0.975178
0.0411119 0.782111 1.82839 0.861216
1.25609 0.997125 0.820085 0.920712
0.347981 0.180489 0.948489 1.18961
1.49814 1.42411 0.826311 1.02087
1.89499 0.960945 1.05426 1.1318
0.384413 0.383143 0.348389 1.07508
0.923176 0.418287 0.695096 0.998308
0.923934 0.575946 1.22041 1.17523
2.11935 2.75321 1.03943 1.24899
0.394889 0.288822 0.992731 0.861701
0.0799286 0.756889 1.33481 1.15226
2.03928 0.0673761 0.999021 1.11829
1.19228 1.61811 1.24824 1.05178
0.630447 0.948341 0.861383 0.888215
1.11197 1.11594 0.832876 0.898994
2.13204 1.11431 0.963078 0.964923
0.228692 0.69383 1.16308 1.1085
1.83165 2.34168 0.697764 0.979917
1.30906 0.754298 0.591553 1.02276
3.74763 0.282266 1.16588 1.15658
0.293196 0.282728 1.20989 1.06063
0.312005 1.35569 0.923806 1.00197
1.63685 1.40124 1.11226 0.876556
4.38133 1.05096 1.25443 0.920173
0.963761 0.335914 1.26995 0.876868
1.13721 0.468392 0.68491 1.05767
0.217548 1.82353 1.17755 1.03959
0.463833 0.702611 0.561071 0.971172
0.168643 1.03965 0.940194 1.05987
0.508427 0.354244 1.48445 0.893536
1.28684 1.23551 1.40599 1.01919
0.0288123 0.333405 0.970832 1.05107
2.10831 0.299231 0.797567 1.11385
0.618333 1.91161 0.714524 0.819349
0.768395 1.7664 0.939975 1.30072
1.86225 0.883922 0.704781 0.848932
1.7132 1.19088 1.2042 1.05242
3.90218 0.996362 0.618604 0.994918
0.457836 1.75619 0.518822 0.95999
1.14935 0.452367 0.765226 0.958861
0.0550295 0.424726 0.873307 1.11311
0.516948 0.844342 0.95358 0.934659
0.463706 0.393653 0.680104 1.00835
0.399259 0.685111 1.15627 0.958543
0.626817 0.40861 0.628973 1.05727
2.48302 0.228235 1.64673 0.933892
1.25634 0.989812 0.375849 1.01652
3.50825 0.496008 1.26993 0.799523
1.43914 2.38603 0.922868 0.980018
0.159465 1.68806 0.799561 0.91735
1.17931 0.272687 0.845532 0.844415
2.12996 0.0820237 0.824607 0.870018
0.189753 0.227131 1.12295 0.899269
0.470771 0.891648 0.961451 0.947095
0.0322962 0.44806 0.386368 1.00078
1.06208 0.287636 0.951243 0.989504
0.256682 0.632584 0.703074 0.844826
0.249721 0.882758 1.18284 1.08594
1.78831 0.342783 1.33431 1.1138
0.762787 0.484012 0.788406 0.826095
0.184061 1.91167 1.17151 1.14159
1.6313 0.0783424 0.689942 0.964001
0.602267 0.70101 0.766377 1.07912
0.120417 0.789868 1.00842 0.96964
1.8212 0.15228 0.67324 1.26366
0.0592247 0.299907 0.571267 0.946232
0.95836 0.764101 0.635636 1.03791
0.0986925 1.53045 0.729628 0.887784
0.590552 0.385288 0.690807 1.04216
0.646981 0.248125 1.83641 0.890144
1.67775 0.339362 0.769667 1.03159
0.222727 0.377016 0.65063 1.05348
0.489063 0.548544 1.3234 1.0947
0.605705 0.202978 1.06519 0.97355
2.96443 1.67623 0.96456 1.02621
0.416698 0.977884 0.676222 1.00895
0.243002 1.51349 1.19698 0.794293
0.578855 0.405191 0.847885 0.998233
0.796923 0.540855 1.4688 0.935053
0.18545 0.924224 0.492372 0.928037
2.25169 2.46248 0.904312 1.03289
1.10029 0.953909 0.870484 1.06025
0.260572 0.757843 0.824491 1.02291
0.304812 1.95637 1.93674 0.958696
0.669176 0.919075 0.968796 1.00084
3.02344 1.33529 0.523872 0.981609
0.443289 0.661732 1.18846 1.11698
0.103187 0.706869 0.80359 1.17604
0.410633 0.683286 1.29485 1.1088
2.84491 0.342251 0.367571 0.988286
0.082179 1.70525 1.10569 1.04768
4.15736 0.474178 0.884927 1.00617
0.456694 1.07994 1.62752 1.08956
0.00242288 0.52568 0.997932 1.19725
0.130977 0.239129 1.16231 1.01672
0.441726 0.478777 0.979685 1.08278
0.249744 4.62767 1.01515 0.869217
0.233582 0.720962 1.74316 1.01305
1.99157 0.462677 1.34136 1.04064
1.81841 0.995383 1.13342 0.996684
0.370143 1.03962 1.04084 1.05321
0.43948 0.280439 0.815637 0.918511
0.405212 0.230396 1.22264 1.02191
1.18941 2.48317 1.3371 1.08576
0.198726 0.17273 0.365102 0.892059
2.32275 1.21106 1.18346 0.919091
0.673044 0.757956 1.77797 1.06168
1.09864 1.08399 1.3936 1.04423
1.36421 0.971988 1.03568 1.03748
1.13158 1.84849 0.788074 1.03115
2.50648 0.382665 0.784803 0.855308
0.301338 0.788129 1.21685 1.10629
0.383176 0.504146 1.0779 0.868605
0.548535 1.03144 0.85806 1.1107
1.69608 2.11837 1.44872 0.810644
2.19825 1.5527 0.752115 1.1813
0.00725024 3.82901 0.767256 1.14397
1.54872 0.425102 0.633466 1.00112
0.0215377 0.590672 0.915526 0.997426
0.645008 0.56249 1.10547 1.0205
0.100414 1.98995 1.44256 1.09051
0.919021 0.571301 1.01563 0.855476
2.07951 1.11774 1.5961 1.08359
0.0990293 1.01025 1.16796 1.11451
0.82227 1.18345 1.74901 0.956857
1.72744 1.67425 0.958725 1.01602
1.59068 2.57945 1.18605 1.12082
0.126777 0.231888 0.714423 1.10939
0.0105128 3.94776 1.07416 0.935088
1.30921 0.293041 1.17448 0.792993
1.95028 1.21608 1.30117 0.897769
0.0197915 0.237186 0.91734 0.981039
2.38581 0.382746 0.851623 0.794368
0.210566 0.282 0.693227 1.02339
1.63103 0.811059 1.67511 0.983986
0.158966 1.68656 0.995235 0.963625
0.285077 0.861189 0.802926 0.870124
0.193337 0.528324 1.03308 0.995655
0.789531 0.753045 0.888109 1.16863
0.972948 0.645909 0.773006 1.09338
0.67409 0.92249 0.719025 1.09541
0.874213 0.597361 1.1579 0.997602
0.00526771 0.291578 0.860367 0.892346
1.91446 0.869395 1.22138 0.94375
1.68048 0.209897 1.0672 1.07741
0.54438 0.187521 1.01119 1.13293
0.672811 1.04492 0.632066 1.13149
1.0688 0.537481 1.7783 1.02612
0.191305 1.37725 1.53895 1.0926
0.0233749 0.407387 1.05351 0.868376
1.24607 2.23094 1.19021 1.29259
1.59204 1.04226 1.14126 0.893361
0.615752 2.5119 0.715068 0.950067
0.618608 2.12644 0.978802 1.07258
1.85042 0.871869 0.591628 0.9632
1.10813 1.72 0.623626 1.0831
1.18699 0.549455 0.654766 0.954475
2.66747 3.42757 0.576164 1.15184
0.196269 1.36051 1.20474 1.10044
0.90549 0.919492 0.886064 0.967311
2.7391 0.790721 0.889291 1.01387
3.07696 0.429964 1.36315 0.940325
0.317262 0.0555576 1.14872 1.06298
1.00618 0.887969 0.805489 1.04777
0.953594 0.47875 0.945346 0.862145
0.766348 0.391356 1.03483 0.900283
1.27483 0.81564 1.14728 0.99926
0.14446 0.0882919 0.555565 1.01269
1.40049 1.69145 0.822525 1.0167
0.194986 0.861926 0.643166 0.977414
1.7205 0.682512 1.34805 0.95967
0.857927 2.22558 1.03758 1.04148
3.94505 2.65002 0.790623 0.969338
0.911328 0.266178 1.15374 0.936419
0.642663 2.40809 1.93687 0.931457
0.0439819 0.094351 0.840065 1.19185
1.4599 1.46156 1.54137 1.17717
5.55285 0.670945 0.360026 0.861698
0.0089299 0.998533 0.617333 0.932798
0.662157 0.445012 1.09108 1.12073
2.85456 0.229446 1.3203 1.0408
0.441957 0.483594 1.36503 0.922348
3.52398 0.968192 1.08357 1.01456
0.482016 0.187625 1.48159 0.881826
0.49204 1.05719 0.751264 0.95021
0.388781 0.839694 1.09132 1.16245
1.46122 0.236517 1.07222 1.11894
0.801184 0.250732 0.7999 0.91956
0.0945077 0.436365 1.14045 0.941894
2.20096 1.37672 0.843133 0.989171
1.60853 0.21089 1.03932 0.94173
0.490464 2.49779 0.883704 0.91611
0.280822 1.04263 1.00156 1.07497
0.303829 1.40467 0.617955 1.0767
0.116393 0.578884 1.04171 1.00657
0.421518 0.968136 1.58716 0.858696
0.248763 1.58109 0.724706 1.08897
1.0443 1.86691 0.660792 0.889022
0.913911 1.39445 1.58901 1.16875
1.80554 0.611408 0.712131 0.979483
0.703815 1.03825 0.778777 1.03997
0.139033 2.98722 0.926192 0.89681
0.930685 0.871215 0.920454 1.0164
2.27906 0.607594 1.00394 1.17546
0.952704 0.585717 0.689153 0.914106
1.84987 0.344961 0.846835 1.07821
0.775727 1.68904 1.07176 0.912351
0.154464 0.731517 0.669163 0.968726
2.64374 2.06722 0.735146 0.881909
1.57412 1.59617 1.24758 1.1189
2.55298 0.637423 1.19284 0.948648
2.31963 0.701547 1.46523 0.9943
1.33939 0.722938 0.879891 0.958901
0.730972 0.690417 1.78751 1.09682
0.432779 0.371963 1.03326 1.05064
1.02738 0.504007 1.45786 1.04973
5.33127 1.65328 0.755037 1.01265
0.573469 0.952717 1.01401 0.949316
1.31713 0.164516 0.980405 1.05582
0.169893 0.374838 0.892976 0.911491
0.732976 0.931454 2.34573 0.950836
1.27788 0.5974 1.01103 0.985479
1.2829 0.980926 1.02346 0.892316
1.01885 0.708902 0.934501 1.01302
0.215664 1.61549 0.837525 0.904176
1.40632 0.066572 0.985143 1.08929
0.423045 0.579732 0.777582 1.07879
0.340488 1.37478 1.0813 0.904072
0.0651359 0.370709 0.64937 1.03136
3.17682 1.80585 1.23534 1.01133
1.07806 1.34538 1.22637 1.12511
1.81221 0.955102 0.990958 0.83415
1.2541 0.544822 1.52777 1.06703
1.67387 0.795249 1.4704 0.923889
0.44308 0.0773859 0.874152 0.99119
0.42717 0.433083 1.13646 1.05095
1.52342 0.329088 1.26798 1.10429
0.368799 0.464405 0.577502 1.08492
0.0601687 0.267063 0.975751 0.924742
0.650418 0.612959 1.04025 1.04747
0.468034 0.181197 1.12298 1.02216
0.456785 0.52854 1.09489 0.836312
0.749444 1.06509 0.871221 1.00402
0.405484 2.10858 0.63887 1.02174
0.705284 0.743774 0.737727 0.914818
5.02319 0.503356 0.979513 0.963042
0.45863 0.85684 0.573593 1.04036
0.18555 0.34507 0.86746 0.948199
1.07604 1.39392 0.960133 0.970178
0.370471 1.10994 0.649197 0.960773
2.22905 0.558692 1.06246 0.999316
3.48847 0.933148 0.948784 0.966613
0.128718 2.44021 0.867725 0.977221
4.14811 0.701828 1.24279 0.941878
1.4606 0.632967 1.53139 1.01433
1.36829 0.279492 2.17825 0.975925
0.275411 1.95665 1.11637 1.05028
0.054697 1.9308 0.928009 0.954678
3.10936 0.825083 1.67984 0.865432
0.0983264 1.49431 0.683558 1.03738
1.36303 0.704708 0.750297 0.906298
0.359173 0.926326 1.25195 0.997303
1.50659 1.98939 0.881332 1.02227
1.4518 0.361189 0.894741 1.01394
0.240442 2.16399 0.778668 1.13042
0.191748 2.32207 2.11551 0.932508
0.566258 0.048418 0.878381 0.961496
2.46373 1.36219 1.00111 1.06324
0.388111 0.540652 1.47122 0.915843
0.0626564 2.09647 1.64679 1.06256
1.03312 1.63685 0.505976 1.0023
0.295893 1.00991 1.08168 0.913239
1.15236 1.40868 1.07508 1.04659
0.56609 1.75029 0.865641 0.95235
1.31865 0.3654 0.895544 0.909638
0.0810693 1.64324 0.461194 1.33641
1.8596 0.293626 0.555124 0.916515
0.0113992 0.284011 1.02434 1.10023
0.230332 0.488203 0.774293 1.06118
0.176148 1.00005 0.644682 0.959635
0.105663 0.544299 0.523643 1.07094
0.480143 0.392343 0.731022 1.01832
2.41758 0.239053 0.858652 1.15026
3.74599 1.56662 0.733642 1.06013
0.156864 0.065919 1.52212 1.15778
0.432488 0.662956 0.97888 0.974938
0.310705 1.74115 1.82582 0.967705
1.00478 0.769892 0.929976 0.945742
3.06596 0.209584 0.719204 1.07817
0.262744 1.89845 0.975042 1.10606
0.444825 0.25904 1.43056 0.980706
0.0742803 0.191105 1.69693 0.849202
0.559135 0.26245 0.67459 1.24209
2.40227 2.09676 0.791688 0.976116
1.24785 0.546264 0.798684 1.17323
1.36923 1.33316 0.837385 0.956231
0.144506 0.716632 1.3285 0.840401
0.406491 0.571272 0.817774 1.0387
3.17464 0.492978 0.648956 0.946323
0.103597 0.439678 0.442992 0.982065
0.370436 0.842244 0.952271 0.966344
0.597406 0.499917 1.29173 0.8323
1.64102 0.895539 0.922878 0.964184
0.707049 0.65368 1.03155 1.08923
0.408038 0.916749 0.67334 1.14471
1.33577 2.0858 0.688985 1.13452
1.68373 1.9269 1.56845 1.04899
4.0556 0.945112 0.643552 1.03605
0.251232 0.19001 0.847719 1.02785
1.55381 1.23633 0.600188 0.907777
0.23712 1.5872 1.08766 0.746589
0.170603 0.949181 1.23387 1.16153
0.533853 0.73118 1.26101 0.945792
0.892634 1.20866 0.925809 1.07757
0.0317682 0.827461 1.05914 1.08844
0.0443428 1.66682 0.902151 1.14081
0.780287 2.11887 0.622049 1.1179
1.20538 1.11984 0.669009 1.10584
0.413182 0.701184 0.662059 0.886966
0.945436 1.05291 1.22621 0.952181
0.992265 0.733648 1.02423 1.02477
2.1468 1.32479 1.00611 0.902881
0.283102 0.358772 0.763631 1.13544
0.965371 1.1826 1.0144 1.13736
1.31505 1.12497 0.746096 0.985374
0.168607 0.934733 0.556563 0.930722
0.925566 2.11428 0.883047 0.940094
1.0988 1.25655 0.900931 1.0556
0.0505493 0.699588 0.527792 1.15109
3.20255 1.81375 1.28962 1.04728
2.00691 0.041502 1.09725 0.948396
1.00764 0.598369 0.96944 0.970362
0.208346 0.551533 1.03528 0.936815
0.397807 1.63804 1.15534 0.888639
0.118747 0.683032 1.50809 0.821184
0.0963877 0.757523 0.943287 1.07836
0.348292 1.68052 1.39759 0.931799
0.84318 1.46244 1.46435 1.04913
0.0785817 0.875468 0.859357 0.898373
1.68138 0.593641 0.834263 0.900545
0.336896 1.09644 1.1093 0.997937
0.029763 0.823658 1.17194 1.07953
0.165365 0.0571605 0.716904 0.979592
0.0979166 1.92843 0.821844 0.98965
0.0666864 0.510608 1.04122 0.926787
1.72881 0.615355 1.17736 0.964829
1.63217 0.494655 1.18941 1.04396
0.27774 0.616927 0.846457 0.785867
0.474053 1.27345 0.804905 0.985266
1.24661 0.364771 0.673384 1.08815
1.15631 0.264951 1.27147 1.04829
1.54047 0.55148 1.23764 1.22574
0.978731 0.126782 0.76183 1.01336
0.39176 1.36894 0.914776 1.04487
1.67321 0.617993 1.00757 0.810806
1.6609 1.8498 0.602137 1.0052
0.215559 0.589068 0.863707 1.0409
0.0621133 3.41287 0.956936 1.14024
1.37336 0.434433 1.08507 0.989714
0.329661 1.54933 0.792455 0.88884
0.846641 0.374468 1.12274 1.15339
0.0333203 0.34398 1.24894 1.1208
0.0622601 1.49907 1.45867 0.913943
1.11283 0.471764 1.95271 0.983108
0.259776 1.28101 1.17309 0.891113
0.324632 1.08391 0.788087 0.90541
0.465011 0.337825 1.46226 1.08644
1.53204 0.179569 1.3583 0.944449
1.77912 0.44962 0.788981 0.961796
2.31029 0.978976 0.501173 0.820649
0.511831 0.855737 1.30953 0.878629
0.387978 2.61434 0.743712 1.03032
0.287742 2.54779 0.979388 0.935476
1.15501 1.4757 0.884301 0.93204
0.295022 1.22877 0.771299 0.922903
1.1616 1.15458 1.44535 0.861723
1.86463 2.32787 0.776024 0.974924
0.274682 1.74028 1.67378 1.03552
0.621068 1.11978 1.20351 0.844547
0.130085 0.338732 0.746461 1.0821
0.0988155 0.865247 0.790687 0.993578
3.67333 1.37711 0.880777 1.01561
2.50545 0.843943 0.908766 0.984424
0.055726 0.524728 1.24973 1.10496
0.499375 1.61431 1.14289 0.804649
2.53839 2.1245 1.93225 0.929064
0.485762 1.02999 1.08437 0.963888
0.201754 0.358608 0.877302 1.19846
0.413425 0.631522 0.831698 0.918198
0.814079 0.389081 1.40857 1.14631
1.02294 0.289896 1.03382 1.0291
0.122378 0.110055 1.06968 0.955271
0.53841 0.419487 0.720259 0.833599
5.97297 1.00278 1.428 0.966948
1.37476 1.28363 0.956932 0.928924
0.482844 0.443524 0.65927 1.09227
0.403138 0.840141 0.742088 1.03674
1.8329 0.85108 0.978995 1.08662
1.88813 0.155807 0.816734 0.85566
0.540228 1.64029 0.90186 0.887389
0.775713 0.090851 0.432877 0.939025
0.170565 0.714281 0.990037 0.88768
1.23572 0.611681 0.813087 1.1307
0.000338111 1.99834 1.67772 1.23653
0.467334 0.599217 1.09286 0.982554
3.53124 0.939225 0.743336 1.00623
0.012105 0.563882 1.06087 1.00802
0.141127 1.06422 0.813305 1.07413
1.56935 0.821658 0.869106 0.91579
0.68597 0.518059 0.885986 1.0701
2.83605 1.67093 0.804865 1.1676
2.54746 1.11363 1.70678 0.933651
0.915166 0.27848 1.06698 0.991489
0.899727 0.199937 1.44373 1.08056
0.512529 1.27931 1.74464 1.14864
1.09412 0.464806 0.938765 0.92648
0.275957 0.968042 0.998158 1.06188
0.816885 0.238624 1.15797 1.04408
0.60545 0.764033 1.49718 0.900694
1.2863 0.436589 0.707514 0.984925
0.38124 0.511708 0.914246 1.01233
0.711802 0.312621 0.525973 1.05029
0.365261 0.54733 1.39872 0.802062
0.231223 0.329422 1.17691 0.954662
2.61647 0.254971 0.818632 1.03308
0.338235 2.91201 0.559523 1.09043
2.31131 1.15065 0.690145 1.03287
0.0371678 0.778732 0.989241 0.877449
0.175434 1.59858 0.915685 0.836872
1.44266 0.636033 0.762608 1.01235
0.672489 0.91464 0.522168 1.00289
0.115291 2.23696 1.08743 0.940957
0.838883 0.426538 1.0346 1.0293
0.985049 0.33126 0.785193 0.894967
0.371009 0.354604 0.873857 1.0167
0.787806 0.185841 1.44465 0.863771
0.739756 0.551953 1.40677 0.915203
1.02357 0.574449 1.49481 1.01809
1.43404 1.31848 0.418185 0.947908
0.124811 0.467316 0.928772 1.12101
0.0662294 0.138727 1.12145 1.15511
1.77408 1.28017 0.923459 1.1159
0.800114 0.244613 0.396297 1.14936
1.32554 1.11591 1.26801 1.14153
0.219178 0.690092 0.948656 0.985616
0.378556 0.657724 1.27353 0.935931
0.964732 0.355024 1.06119 1.0015
0.427863 0.263491 1.51708 1.01341
1.54369 0.187472 1.03391 0.974514
0.268601 1.12666 0.819496 0.968305
0.105008 3.03542 0.734398 1.10808
0.0472451 1.024 1.55572 1.18207
0.150049 0.379168 0.669967 1.0648
0.675756 0.501008 0.803971 0.963598
2.12729 1.03803 1.25928 1.05786
1.06485 1.87508 1.51557 0.953967
0.0563931 0.977884 1.48446 0.84656
0.2715 1.49494 1.38968 0.982686
2.18239 0.754744 0.895055 1.0558
0.690781 1.37399 0.684434 1.11883
0.954042 0.942434 1.36504 0.967822
0.285184 0.72696 0.844609 1.02068
0.201212 2.71348 0.558567 1.04266
0.793994 1.53559 1.23209 0.933321
0.0642674 0.919327 0.606243 0.955045
0.694271 0.257867 0.516755 1.11057
0.16188 0.313444 0.963864 1.09899
0.00258767 0.288055 1.29076 0.888256
1.72565 0.38446 1.26231 1.00028
0.734138 2.73181 0.727512 0.946387
0.0483881 0.722394 0.811183 1.04564
0.187243 0.246829 0.545606 0.859719
1.52824 1.09265 0.801374 0.925081
0.0475187 1.17832 0.419695 0.963423
0.348915 1.16109 1.47525 0.940949
0.945208 1.202 0.814164 1.02668
0.427257 1.02793 1.18552 1.01961
0.168052 2.15748 0.92289 1.02776
0.0749024 0.392868 1.73683 1.16804
0.014854 0.35853 0.783004 0.989619
0.142578 0.936917 0.93173 0.989522
1.60509 2.52468 0.93352 0.868619
1.68377 0.934982 1.36151 1.10444
1.44188 0.554693 0.824789 1.00122
0.676918 0.346892 0.58104 0.97088
0.391181 3.04347 1.0256 1.01956
0.665718 0.408707 0.823921 1.1387
0.000959005 1.17938 1.34933 0.970705
1.64163 2.41842 1.10916 0.948085
0.485067 0.841686 1.37606 1.22414
0.262318 0.138833 1.03694 0.946569
